rowid,number,state,title,labels_name,labels_id,labels_color,labels_description,commentcount,body,comments_txt,draft,comments_url,created_at,updated_at,user,assignee1,medium,high,high-ish,high not high-ish
24,562,open,"Simplify UI by dropping ""What type of data are you uploading?"" Let app figure out which type was uploaded.",enhancement|urgency medium,4538805068|6227894519,cfd3d7|FBCA04,New feature or request|,1,,"Assigning: @saradelessio-abt , @mlfurman3 will review and reach out.","Revamp UI (and server) to remove need for What type of data are you uploading? selection. It is sometimes very confusing when an upload does not seem to work and it is because you forgot to change the selection from latlon to fips, for example. The code should allow you to upload a file of any of those acceptable types and figure out which type it is based on the table headers.

If it is ambiguous, use these rules to prioritize which type to treat it as - The order of priority will be this if more than one type of info is found:
shapefile > latlon > regid > progid > fips

If there is nothing but fips, except there are multiple types of FIPS, like city fips and county fips and state fips, then we probably want to use county but should warn user of the ambiguity.

This priority order makes sense because FIPS of some type may be a column in a latlon or other table, and latlon is more explicit about their preferred location than the id and if they have both then the latlon were probably just taken from the id anyway, and shapefiles if provided are probably what they want to analyze even if it has columns with FIPS or even latlon like centroids for example.

Text like ""Upload a file with lat-long coordinates"" will need to list all the valid types, and ""required files:...."" would need changes too.

The automatic change in default radius if shapefile is picked would have to be triggered after the file upload when server infers what type of data was provided.

We still will need the conditional pulldown called ""How would you like to select categories?"" if they pick ""Select a category...""
We will not in the web app allow uploads of lists of NAICS, SIC, MACT, EPA program type. It would be very unusual for someone to need to analyze more than one or very few codes at once -- too many facilities, too broad. One can continue to manually select multiple ones from the pulldowns if necessary. Or one can use the R functions directly for that.

Note we also want to retain the ability to easily later add features that allow 1) uploads of Street Address files and 2) pulldown selection of Census Designated Places, to be supported by placenames-related and address-related functions that already exist.
 ",https://api.github.com/repos/USEPA/EJAM/issues/562/comments,10/9/2024,11/26/2024,ejanalysis,mlfurman3,1,0,0,FALSE
25,560,open,provide projected ETA for large analysis - relates to #163,enhancement|urgency low|speed / performance (see #444),4538805068|6227891676|6535412240,cfd3d7|cfd3d7|e99695,"New feature or request||related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.",3,,"Extension of issue #299 |@mlfurman3 please reassign|@DougMoy re-assigning ticket to you
cc: @sarasoko ","For example, 10k points at 3 miles radius can take >2 minutes to finish as of 10/2024:

This issue is just about warnings/ projections on timing:

- [ ] **create benchmark times** required to do various kinds of analysis while varying a few key parameters: Finish it first for points and then do it for shapefiles. Key params to vary in testing: 
  - Number of places =
    -  100, 300, 1k,  3k, 10k, 30k for testing points 
    - similar for shapefiles
    - FIPS: all counties in 1 moderate sized state, and then all counties in 1 big epa region
  - Size of each place: 
    - radius for latlon (1, 3.1, 6.2 miles, plus maybe 30 miles for just 100 and 300 sites), 
    - avg square meters per polygon (avg sizes of redlined zones PWS service areas, and NPL site boundaries, and then plus 1 mile buffer), and 
    - typical type/size of FIPS (City/CDPs sample, random Counties, random States).

Analysis of points can be benchmarked like this:
```
speedseen_all <- EJAM:::speedtest(
       n = c(100, 300, 1000,  3000, 10000),
       radii = c(1, 3.106856, 6.2, 10), logging = TRUE) 
```
- [ ] **fit a rough formula for projecting how long an analysis will take**, as a function of those key parameters. This probably should be done on the web app first. but should also run in ejamit() to see if times are about the same.
- [ ] **Warning/estimate webapp:** provide a warning/ estimate of about how long it is going to take in shiny web app before it starts, based on prior benchmarks of rate per hour as a function of the key factors
- [ ] **Warning/estimate RStudio**: provide a warning/ estimate of about how long it is going to take in ejamit() before it starts
- [ ] **ETA webapp**: when it starts in shiny app, give estimated time projected completion (ETA) based on the above and start-time. 
- [ ] **ETA RStudio:** when it starts in ejamit(), give estimated time projected completion (ETA) based on the above and start-time. 
- [ ] **Running ETA** while running doaggregate(): Give regular updates on the ETA for just doaggregate(), the predicted time at which it will finish that function, based on the number remaining and the time and the rate for all done in doaggregate() so far. 
- [ ] If possible, incorporate that into the web app if not already communicated adequately.
- [ ] Running ETA while running getbblocksnearby or the related fips and shape functions?  optional if easy but not so useful since it still has to do doaggregate() after that.


Also see separate lists of issues about how to profile and speed up ejamit() & web app -  see #444 and #385  
```
#  more than 2 minutes to run:
 system.time({
     pts <- latlon_from_naics(naics_from_any(3273, children = TRUE)$code)
     # 11180 points found
     out11k <- ejamit(pts, radius = 3, include_ejindexes = T, quiet = T)  
  })
```
Similar timing in web app, probably.

",https://api.github.com/repos/USEPA/EJAM/issues/560/comments,10/9/2024,2/10/2025,ejanalysis,DougMoy,0,0,0,FALSE
26,545,open,"speed up getblocksnearby_from_fips(), stop using blockid2fips in general",enhancement|urgency medium|speed / performance (see #444),4538805068|6227894519|6535412240,cfd3d7|FBCA04|e99695,"New feature or request||related to monitoring the app too but mostly about speed / load, profiling, asynch, sessions,, etc.",0,,,"also see branch called cut_reliance_on_huge_...  

This could easily be much faster. It takes almost 5 seconds for all counties in region 6, e.g.
`system.time({x = getblocksnearby_from_fips(fips_counties_from_statefips(fips_states_in_eparegion(6)))})
`

- [ ] The _slowest_ part is probably the ` dplyr::left_join( ` section and **data.table could probably do this MUCH more quickly**.

- [ ] Another slow step is this which takes around 1.5 seconds for all counties in region 6:
`system.time({all_bgs <- stack(sapply(fips_counties_from_statefips(fips_states_in_eparegion(6)), fips_bg_from_anyfips))})`

- finish the work to **drop reliance on `blockid2fips` dataset** and `bgid2fips` to speed things up and shrink the required datasets/package overall. see branch called cut_reliance_on_huge_...   like this as a way to get from any fips to all bgfips to bgid to blockids ...
    - use fips_bgs_in_fips(fips) to get all bg fips values
    - use join to blockgroupstats on bgfips, to get all bgid values... see drafted  state_from_blockid() in that branch  cut_reliance_on_huge_... 
    - use join to blockwts on bgid, to get all the blockid values.
    - delete the code no longer needed, including where it does dataload_  and uses those 2 xyz2fips tables 
    - switch all other pkg code that now uses `blockid2fips` to instead rely on `blockgroupstats` since it is already in memory,
    - completely drop all mentions of `blockid2fips `from the package, after globally finding and editing/recoding each place it had been used or mentioned in examples, help docs, vignettes, etc. ",https://api.github.com/repos/USEPA/EJAM/issues/545/comments,9/18/2024,9/19/2024,ejanalysis,ejanalysis,1,0,0,FALSE
27,544,open,rename fips functions that are not 1 to 1 (that find all subunits),refactor|urgency medium,6208400114|6227894519,8F13A1|FBCA04,Rewrite how code works or break into smaller pieces|,1,,@DougMoy revisit when we restart refactoring code,"Most fips-related functions are 1 output per input, such as `fips2state_abbrev(c('10001', '10001')) ` which returns c(""DE"",""DE""). But some important ones focus instead on finding all the blockgroups or counties inside some larger unit, for example. Examples include these:
```
 fips_states_in_eparegion(2)
 fips_counties_from_state_abbrev('DE') # and related functions fips_counties_from_xyz
 fips_bg_from_anyfips('10001') 
 state_from_fips_bybg('10001') 
  ```
They are important and useful for easily working with a list of all counties in a state, and then making the blocks table for ejam analysis, for example.

These functions are not 1 to 1 (1 input to 1 output), but are 1 to many:
 1 input to all ___ (bg) units inside each input. Finds the ___ (fips) of all ____ (bg) contained in the specified ___ (st or county?) fips

Maybe we just change them to say ""in"" instead of ""from"" if it is a 1 to many relationship. Names could be like these ideas:

States
- fips_states_in_eparegion()     already exists

Counties
- fips_counties_in_statefips      has been called  fips_counties_from_statefips()
- fips_counties_in_ST  ?            has been named  fips_counties_from_state_abbrev
- fips_counties_in_statename    has been called  fips_counties_from_statename() 
- fips_counties_in_eparegion  ?  

Blockgroups
- fips_bgs_in_countyfips
- fips_bgs_in_statefips    (and maybe fips_bgs_in_statename and fips_bgs_in_ST ? )
- fips_bgs_in_eparegion?

These functions are useful but need consistent clear names to avoid confusion. The name would communicate that it 
- returns the fips or abbreviations or names of
- ""all"" of the 
- blocks, blockgroups, tracts, counties, or states 
- that are ""in"", ""within"", ""contained"" in or ""parts"" or ""components"" of (""all_x_in"" not ""from""?)
- the ""parent"" or ""overall"" larger unit like EPA REGION, state, county, tract, bg
- where those inputs are specified in terms of FIPS (but also maybe stfips, ST, statename,  or countyfips, countyname, or tractfips or bgfips).

These are different - they return a table of all the blocks inside:
```
 counties_as_sites('10001')
 states_as_sites('10')
```",https://api.github.com/repos/USEPA/EJAM/issues/544/comments,9/17/2024,12/2/2024,ejanalysis,DougMoy,1,0,0,FALSE
28,543,open,fips validations need to be more consistent (or better documented and justified),bug|urgency low,4538805065|6227891676,d73a4a|cfd3d7,Something isn't working|,3,,"@DougMoy please look into this issue.|@DougMoy reassigning this issue back to you.|Talked with Marschall, seems to be working as intended now. Added tests to the test suite to ensure consistent behavior:

https://github.com/USEPA/EJAM/pull/709
","There is inconsistent and thus potentially unexpected behavior that should be fixed (or at least documented/warned about if it is appropriate but not expected). The examples below are about leading zeroes but this idea may go beyond just missing leading zeroes to other kinds of invalid inputs. Clear examples of inconsistent, potentially confusing behavior:
```
fips2state_abbrev(1:5)  # says SOME are invalid - correctly gives right output for valids, NA for others

fipstype(1:5)          # implies NONE are invalid -  just says all are ""state"" 
fips2state_fips(1:5)   # implies NONE are invalid - just adds leading zeroes

EJAM:::fips_valid(1:5)    # says ALL are invalid - does not try to add leading zeroes
```
Other FIPS-related functions should be checked as well.",https://api.github.com/repos/USEPA/EJAM/issues/543/comments,9/17/2024,1/21/2025,ejanalysis,DougMoy,0,0,0,FALSE
29,529,open,"add $ sign on per cap income in excel, no cents, comma e.g.,   $25,000  ",enhancement|urgency low,4538805068|6227891676,cfd3d7|cfd3d7,New feature or request|,1,,"@DougMoy re-assigning ticket to you
cc: @sarasoko",,https://api.github.com/repos/USEPA/EJAM/issues/529/comments,9/11/2024,2/10/2025,ejanalysis,DougMoy,0,0,0,FALSE
30,526,open,handle crs (CRS) more robustly for uploads to shiny app,bug|urgency medium|shapefile-related,4538805065|6227894519|6343756696,d73a4a|FBCA04|C2E0C6,Something isn't working||related to polygons/ shapefile/ GIS data/ buffers,0,,,"Check for (possible) problem cases for uploads of various shapefiles to shiny app, focused on CRS and lat/lon vs lon/lat, and detecting crs correctly and whether all functions correctly transform if and when needed via crs parameters, etc. projected vs not, etc.

Same for saving shapefile output from the app (if that is implemented) and then from  ejam2shapefile() 

one possible issue:
> EPSG:4326 formally defines coordinate axes to be in the order latitude-longitude, but practically all data sources and software environments use longitude-latitude axis order. OGC:CRS84 is equivalent to EPSG:4326 except that it defines coordinate axis order longitude-latitude, removing this ambiguity so to speak. See also [st_axis_order()](https://r-spatial.github.io/sf/reference/st_crs.html)
 see
https://r-spatial.github.io/sf/articles/sf6.html#why-should-we-use-ogccrs84-instead-of-epsg4326",https://api.github.com/repos/USEPA/EJAM/issues/526/comments,9/9/2024,9/9/2024,ejanalysis,ParkerJanMalek,1,0,0,FALSE
31,517,open,"in doaggregate() replace, with a function, the code defining Columns Order (which sorts variables for output tables)",enhancement|refactor|urgency medium,4538805068|6208400114|6227894519,cfd3d7|8F13A1|FBCA04,New feature or request|Rewrite how code works or break into smaller pieces|,1,,"Assigning to @DougMoy, @mlfurman3 to reach out to discuss","COLUMNS ORDER section of doaggregate()  (around lines 1470-1620 very roughly) is almost 200 lines of code just defining the sort order of indicators for output tables like results_bysite etc.

There is a draft function called table_order_variables() that should be fixed and used there instead of all that code in doaggregate. Unclear how useful that old function is as-written since it provides an order very different from current and seemed overly complicated.

The function should be redone to rely on `map_headernames` info about sort order, probably relying on just one column in map_headernames for the sort order in results_overall (and other columns could specify sort order elsewhere like in community report, maybe in excel if we wanted the option of that sort being different, and other places where we show outputs).

It probably should rely on a column in map_headernames that would specify the sort order for doaggregate outputs, like ""sort_results_overall"" 

The resulting order should be very close to what had been the order in doaggregate() outputs, with a few fixes to be specified in separate issues. 

Note it is very important that sort order of related groups be identical, so names_e, names_e_pctile, names_e_avg, names_ej, etc. should all use the same order for their analogous indicators!  This will require understanding the extra tabs in map_headernames....xlsx that originally were the way sorting was handled.",https://api.github.com/repos/USEPA/EJAM/issues/517/comments,9/5/2024,12/2/2024,ejanalysis,DougMoy,1,0,0,FALSE
32,516,open,"in map_headernames, add in_how_many_states",enhancement|urgency low,4538805068|6227891676,cfd3d7|cfd3d7,New feature or request|,2,,"Reassigning to @DougMoy |@agemady this file is in `data-raw/map_headernames_2.32.xlsx` 

Once added, will need to run `data-raw/datacreate_map_headernames.R`","add in_how_many_states as a new row in map_headernames, 
rname = in_how_many_states
varlist = ""names_geo""
long = ""Number of States among the Census blocks included""
decimals = 0
sort order could be fixed later 

This variable is now added by doaggregate() by using the function state_per_site_for_doaggregate() which in turn uses state_from_s2b_bysite() 

",https://api.github.com/repos/USEPA/EJAM/issues/516/comments,9/5/2024,11/22/2024,ejanalysis,none,0,0,0,FALSE
33,500,open,Fix/clarify what State's percentiles to use if a polygon spans 2 states,bug|urgency low|calculate/validate to EJScreen,4538805065|6227891676|6343712128,d73a4a|cfd3d7|FBCA04,"Something isn't working||related to errors in numbers, replicating EJScreen stats",1,,@ejanalysis have you heard anything from EJscreen team ,"Fix/clarify what State's percentiles to use if a polygon includes blocks from 2+ states. Not sure what it does in EJAM right now when this situation arises. Need reprex

Check/fix assignment of ST (state) for doaggregate() / ejamit() / shiny app for the case where a shapefile spans 2 states!!

First try to figure out what does EJScreen do? Which State's percentiles are used if a polygon spills into a second state?

 If they do it wrong or they fail to report state percentiles for those (or while/if we cannot figure out what they do?) then choose a method: 
- Simplest way would be to use the 1 state per polygon that accounts for most of the residents in that polygon? 
- Complicated but more appropriate calculation would be to handle each portion that is in its own state and average them together within a polygon to get the overall weighted average of percentiles from the 2 or more states in the poly, just like we already do to create the ""results_overall"" state percentiles and ratios to avg now in doaggregate.
",https://api.github.com/repos/USEPA/EJAM/issues/500/comments,8/29/2024,1/7/2025,ejanalysis,mlfurman3,0,0,0,FALSE
34,499,open,Ratios - reconcile/ consolidate calculations of ratios,refactor|urgency low,6208400114|6227891676,8F13A1|cfd3d7,Rewrite how code works or break into smaller pieces|,2,,"This consolidation does NOT have to happen right away and we should discuss how/whether to do it. 

Having the calculations be done via a function is a good idea, so we can reuse that outside doaggregate() and it can be unit tested, etc.  The code in `doaggregate()` still does ratios within doaggregate() right now, where it says 
`if (calculate_ratios) { `
HOWEVER, it is not a lot of code and not super complicated. 
ALSO, calc_ratios_to_avg() returns a list of vectors with specific names  which can be confusing, and is not very generic. It was just meant as a helper to plot the ratios in the ejscreenapi functions. 


see PR #532 which tried to fix `calc_ratios_to_avg()` at least so it would work in `ejscreenit()` or `ejscreenit_for_ejam()` 
  |@ParkerJanMalek putting back on your radar to discuss with Mark.","
reconcile/ consolidate ratios calculations in doaggregate() and  calc_ratios_to_avg() and maybe ejscreenit_for_ejam() and some in ejscreenit()
and include states too and include demog subgroups too
where relevant.
Note calc_ratios_to_avg() was drafted for ejscreenapi
Note the averages and ratios (at sites overall and by site)
```
  zzz = ejscreenit_for_ejam(testpoints_10[1,], calculate_ratios = F)
 grep(""average|avg"", names(zzz), ignore.case = T, value = T)
```

Note the averages by usa are in
```
 usastats[usastats$PCTILE == ""mean"", names_d_subgroups]`
```
and also  avg.in.us (but no state version of that)
  
Note the averages by state are in
``` 
  statestats[statestats$PCTILE == ""mean"" & statestats$REGION %in% c(""DE"", ""RI""), names_d_subgroups]
```
",https://api.github.com/repos/USEPA/EJAM/issues/499/comments,8/29/2024,11/22/2024,ejanalysis,none,0,0,0,FALSE
35,496,open,Implement custom formulas for aggregation of user-provided indicators,enhancement|urgency low,4538805068|6227891676,cfd3d7|cfd3d7,New feature or request|,2,,"Not in the current plan for EJAM|@ejanalysis further discussion needs to be involved on this as implementation would lead to potential messiness downstream. (e.g., issues with reporting template). Are you envisioning instead this being a function for power users?","calc_ejam() -- At least new, custom, user-defined calculations could be done in this separate function, to be used by doaggregate() or just a custom_ version of it, so the code to do the calculation (aggregation) could be based on the drafted function [calc_ejam()](https://usepa.github.io/EJAM/reference/calc_ejam.html) which importantly relies on a separate table of formulas like those in [formulas_d] or formulas_all. This is better in the sense that it is flexible/ generic, useful for updating and calculating user-defined indicators, etc. However, it was primarily designed to handle one formula specific to one variable, so you need to write out repetitive formulas, one per indicator -- it is not designed to run a bunch of weighted means for a whole set of indicators. Although there is a datacreate_formulas_ script that automates that for simple cases and it might work for new indicators to use simple sums or wtd means when appropriate and only custom formulas to aggregate in special cases? ",https://api.github.com/repos/USEPA/EJAM/issues/496/comments,8/28/2024,10/22/2024,ejanalysis,none,0,0,0,FALSE
36,491,open,Refactor use of  names_d  etc. to get rid of the 85 data objects,refactor|urgency low,6208400114|6227891676,8F13A1|cfd3d7,Rewrite how code works or break into smaller pieces|,2,,"Please set up a mtg with me to discuss how to proceed, if / when someone starts to work on this. The notes above may not reflect the latest thinking, and it is complicated and would be a substantial change to the code throughout.|@DougMoy reassigning to you. 
CC: @sarasoko "," Consider alternative approach to things like names_e, names_d, etc.  
  To avoid having 85 objects like names_d, names_e, etc. that get lazyloaded as 85 separate datasets
  and avoid 85 data_names_xyz.R files to document them all!

This supersedes issues #20 and #41 

 Instead of always using code like
```
  c(names_d, names_health)
```
 we could simply refactor to use new function(s) like v(), vc(), vq(), vqc()
   where ""v"" means variables, ""c"" is like the c() function, and ""q"" means quoted.
```
     c( names_d,  names_health)     # The old way; how we have been getting vectors of names of variables

 v(  c( names_d,  names_health)  )  # A new way, but using nonstandard evaluation (no quotes) has pros / cons.

 vc(    names_d,  names_health   )  # less useful approach probably.

 vq( c(""names_d"",""names_health"") )  # Useful way and avoids nonstandard evaluation, but just would need more edits to convert to this approach. short alias for  names_from_varlist(c(""names_d"", ""names_health""))  # and if names_d etc are still data objects it would be same as # as.vector(unlist(sapply(c(""names_d"",""names_e""), get)))

 vqc(  ""names_d"",""names_health""  )  # less useful approach probably.

 v(c(names_d, names_health))
 vc(names_d, names_health)
 vqc(""names_d"", ""names_health"")
 vq(c(""names_d"", ""names_health""))
```
see http://adv-r.had.co.nz/Computing-on-the-language.html#substitute 
```
v <- function(x) {
  
  ##  to replace 
  #   c(names_d, names_health)   
  ## by doing this:
  #   v( c(names_d, names_health) ) 
  ## and to replace
  #   myvarlists = c(names_d, names_health)
  ## by doing this:
  #   myvarlists = v( c(names_d, names_health) )
  
  y = as.character(substitute(x))
  y = y[y != ""c""]
  return(vq(y))  
}
################################################### #

vc <- function(...) {
  
  # vc(names_d, names_health)
  
  # takes any number of arguments (like sum() works),
  #   each a character string like ""names_d"" 
  #   finds them in map_headernames$varlist
  #   returns a vector of the rname that are of that type i.e., in that list
  #   according to map_headernames
  #   by using names_from_varlist()
  
  dots <- function(...) {
    eval(substitute(alist(...)))
  }
  arglist2charvector <- function(...) {
    gsub('""|\'','', sapply(dots(...), FUN = function(x) {deparse(x)}))
  }
  x = arglist2charvector(...)
  names_from_varlist(x)
}
################################################### #

vq <- names_from_varlist # alias
#   vq(c(""names_d"", ""names_health""))
################################################### #

vqc <- function(...) {
  
  # vqc(""names_d"", ""names_health"")
  
  # takes any number of arguments (like sum() works),
  #   each a character string like ""names_d"" 
  #   finds them in map_headernames$varlist
  #   returns a vector of the rname that are of that type i.e., in that list
  #   according to map_headernames
  #   by using names_from_varlist()
  
  dots <- function(...) {
    eval(substitute(alist(...)))
  }
  arglist2charvector <- function(...) {
    gsub('""|\'','', sapply(dots(...), FUN = function(x) {deparse(x)}))
  }
  x = arglist2charvector(...)
  names_from_varlist(x)
}
################################################### #
```
Try them out:
 ```
 v(c(names_d, names_health))
 vc(names_d, names_health)
 vqc(""names_d"", ""names_health"")
 vq(c(""names_d"", ""names_health""))
```

Note another option that had been considered but probably should drop now:
 `   c(namez$d, namez$health)  `
but that continues to duplicate info from map_headernames, and other metadata is there.
 ",https://api.github.com/repos/USEPA/EJAM/issues/491/comments,8/25/2024,2/10/2025,ejanalysis,DougMoy,0,0,0,FALSE
